"Number of confirmed, probable and suspected Ebola cases in the last 21 days","Proportion of confirmed, probable and suspected Ebola cases that are from the last 7 days",Proportion of suspected Ebola deaths that are from the last 21 days,Number of confirmed Ebola cases in the last 7 days,Number of probable Ebola deaths in the last 21 days,Cumulative number of suspected Ebola deaths,"Number of confirmed, probable and suspected Ebola deaths in the last 21 days",Proportion of probable Ebola cases that are from the last 7 days,Number of suspected Ebola cases in the last 21 days,Proportion of probable Ebola deaths that are from the last 21 days,"Case fatality rate (CFR) of confirmed, probable and suspected Ebola cases",Cumulative number of confirmed Ebola cases,Proportion of suspected Ebola cases that are from the last 21 days,Cumulative number of suspected Ebola cases,Number of confirmed Ebola cases in the last 21 days,Case fatality rate (CFR) of suspected Ebola cases,Cumulative number of confirmed Ebola deaths,Proportion of probable Ebola cases that are from the last 21 days,Number of confirmed Ebola deaths in the last 21 days,Proportion of confirmed Ebola cases that are from the last 7 days,"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days","Cumulative number of confirmed, probable and suspected Ebola deaths","Proportion of confirmed, probable and suspected Ebola deaths that are from the last 21 days",Proportion of suspected Ebola cases that are from the last 7 days,"Number of confirmed, probable and suspected Ebola cases in the last 7 days",Cumulative number of probable Ebola cases,Number of probable Ebola cases in the last 21 days,Number of suspected Ebola cases in the last 7 days,Proportion of confirmed Ebola deaths that are from the last 21 days,Cumulative number of probable Ebola deaths,Case fatality rate (CFR) of confirmed Ebola cases,Proportion of confirmed Ebola cases that are from the last 21 days,"Cumulative number of confirmed, probable and suspected Ebola cases",Case fatality rate (CFR) of probable Ebola cases,Number of probable Ebola cases in the last 7 days,Number of suspected Ebola deaths in the last 21 days,Country,Date,UID
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,05-10-2015,United States of America2015-10-05
0,0,0,0,0,158,0,0,0,0,0,8704,0,4954,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,13945,0,0,0,Sierra Leone,06-10-2015,Sierra Leone2015-10-06
0,0,0,0,0,0,0,0,0,0,0,3344,0,7,0,0,2081,0,0,0,0,2534,0,0,0,453,0,0,0,453,0,0,3804,0,0,0,Guinea,06-10-2015,Guinea2015-10-06
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,06-10-2015,Liberia2015-10-06
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,06-10-2015,Liberia 22015-10-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,06-10-2015,Italy2015-10-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,06-10-2015,United Kingdom2015-10-06
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,06-10-2015,Mali2015-10-06
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,06-10-2015,Nigeria2015-10-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,06-10-2015,Senegal2015-10-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,06-10-2015,Spain2015-10-06
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,06-10-2015,United States of America2015-10-06
0,0,0,0,0,158,0,0,0,0,0,8704,0,4954,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,13945,0,0,0,Sierra Leone,07-10-2015,Sierra Leone2015-10-07
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,07-10-2015,Liberia2015-10-07
6,0,0,0,0,0,0,0,0,0,0,3344,0,7,6,0,2081,0,0,0,0,2534,0,0,0,453,0,0,0,453,0,0,3804,0,0,0,Guinea,07-10-2015,Guinea2015-10-07
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,07-10-2015,Liberia 22015-10-07
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,07-10-2015,Italy2015-10-07
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,07-10-2015,United Kingdom2015-10-07
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,07-10-2015,Mali2015-10-07
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,07-10-2015,Nigeria2015-10-07
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,07-10-2015,Senegal2015-10-07
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,07-10-2015,Spain2015-10-07
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,07-10-2015,United States of America2015-10-07
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,08-10-2015,Liberia2015-10-08
0,0,0,0,0,158,0,0,0,0,0,8704,0,4965,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,13956,0,0,0,Sierra Leone,08-10-2015,Sierra Leone2015-10-08
0,0,0,0,0,0,0,0,0,0,0,3344,0,2,0,0,2081,0,0,0,0,2534,0,0,0,453,0,0,0,453,0,0,3799,0,0,0,Guinea,08-10-2015,Guinea2015-10-08
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,08-10-2015,Liberia 22015-10-08
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,08-10-2015,Italy2015-10-08
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,08-10-2015,United Kingdom2015-10-08
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,08-10-2015,Mali2015-10-08
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,08-10-2015,Nigeria2015-10-08
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,08-10-2015,Senegal2015-10-08
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,08-10-2015,Spain2015-10-08
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,08-10-2015,United States of America2015-10-08
0,0,0,0,0,158,0,0,0,0,0,8704,0,4966,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,13957,0,0,0,Sierra Leone,09-10-2015,Sierra Leone2015-10-09
0,0,0,0,0,0,0,0,0,0,0,3344,0,3,0,0,2081,0,0,0,0,2534,0,0,0,453,0,0,0,453,0,0,3800,0,0,0,Guinea,09-10-2015,Guinea2015-10-09
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,09-10-2015,Liberia2015-10-09
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,09-10-2015,Liberia 22015-10-09
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,09-10-2015,Italy2015-10-09
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,09-10-2015,United Kingdom2015-10-09
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,09-10-2015,Mali2015-10-09
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,09-10-2015,Nigeria2015-10-09
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,09-10-2015,Senegal2015-10-09
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,09-10-2015,Spain2015-10-09
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,09-10-2015,United States of America2015-10-09
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,13-10-2015,Liberia2015-10-13
0,0,0,0,0,158,0,0,0,0,0,8704,0,4991,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,13982,0,0,0,Sierra Leone,13-10-2015,Sierra Leone2015-10-13
0,0,0,0,0,0,0,0,0,0,0,3344,0,3,0,0,2081,0,0,0,0,2534,0,0,0,453,0,0,0,453,0,0,3800,0,0,0,Guinea,13-10-2015,Guinea2015-10-13
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,13-10-2015,Liberia 22015-10-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,13-10-2015,Italy2015-10-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,13-10-2015,United Kingdom2015-10-13
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,13-10-2015,Mali2015-10-13
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,13-10-2015,Nigeria2015-10-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,13-10-2015,Senegal2015-10-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,13-10-2015,Spain2015-10-13
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,13-10-2015,United States of America2015-10-13
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,15-10-2015,Liberia2015-10-15
0,0,0,0,0,158,0,0,0,0,0,8704,0,5001,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,13992,0,0,0,Sierra Leone,15-10-2015,Sierra Leone2015-10-15
0,0,0,0,0,0,0,0,0,0,0,3345,0,4,0,0,2081,0,0,0,0,2534,0,0,0,453,0,0,0,453,0,0,3802,0,0,0,Guinea,15-10-2015,Guinea2015-10-15
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,15-10-2015,Liberia 22015-10-15
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,15-10-2015,Italy2015-10-15
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,15-10-2015,United Kingdom2015-10-15
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,15-10-2015,Mali2015-10-15
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,15-10-2015,Nigeria2015-10-15
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,15-10-2015,Senegal2015-10-15
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,15-10-2015,Spain2015-10-15
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,15-10-2015,United States of America2015-10-15
0,0,0,0,0,0,0,0,0,0,0,3346,0,5,0,0,2082,0,0,0,0,2535,0,0,0,453,0,0,0,453,0,0,3804,0,0,0,Guinea,16-10-2015,Guinea2015-10-16
0,0,0,0,0,158,0,0,0,0,0,8704,0,5001,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,13992,0,0,0,Sierra Leone,16-10-2015,Sierra Leone2015-10-16
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,16-10-2015,Liberia2015-10-16
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,16-10-2015,Liberia 22015-10-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,16-10-2015,Italy2015-10-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,16-10-2015,United Kingdom2015-10-16
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,16-10-2015,Mali2015-10-16
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,16-10-2015,Nigeria2015-10-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,16-10-2015,Senegal2015-10-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,16-10-2015,Spain2015-10-16
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,16-10-2015,United States of America2015-10-16
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,20-10-2015,Liberia2015-10-20
0,0,0,0,0,158,0,0,0,0,0,8704,0,5010,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,14001,0,0,0,Sierra Leone,20-10-2015,Sierra Leone2015-10-20
0,0,0,0,0,0,0,0,0,0,0,3347,0,3,0,0,2082,0,0,0,0,2535,0,0,0,453,0,0,0,453,0,0,3803,0,0,0,Guinea,20-10-2015,Guinea2015-10-20
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,20-10-2015,Liberia 22015-10-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,20-10-2015,Italy2015-10-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,20-10-2015,United Kingdom2015-10-20
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,20-10-2015,Mali2015-10-20
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,20-10-2015,Nigeria2015-10-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,20-10-2015,Senegal2015-10-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,20-10-2015,Spain2015-10-20
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,20-10-2015,United States of America2015-10-20
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,22-10-2015,Liberia2015-10-22
0,0,0,0,0,158,0,0,0,0,0,8704,0,5040,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,14031,0,0,0,Sierra Leone,22-10-2015,Sierra Leone2015-10-22
0,0,0,0,0,0,0,0,0,0,0,3347,0,1,0,0,2082,0,0,0,0,2535,0,0,0,453,0,0,0,453,0,0,3801,0,0,0,Guinea,22-10-2015,Guinea2015-10-22
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,22-10-2015,Liberia 22015-10-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,22-10-2015,Italy2015-10-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,22-10-2015,United Kingdom2015-10-22
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,22-10-2015,Mali2015-10-22
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,22-10-2015,Nigeria2015-10-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,22-10-2015,Senegal2015-10-22
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,22-10-2015,Spain2015-10-22
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,22-10-2015,United States of America2015-10-22
0,0,0,0,0,0,0,0,0,0,0,3347,0,1,0,0,2082,0,0,0,0,2535,0,0,0,453,0,0,0,453,0,0,3801,0,0,0,Guinea,23-10-2015,Guinea2015-10-23
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,23-10-2015,Liberia2015-10-23
0,0,0,0,0,158,0,0,0,0,0,8704,0,5047,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,14038,0,0,0,Sierra Leone,23-10-2015,Sierra Leone2015-10-23
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,23-10-2015,Liberia 22015-10-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,23-10-2015,Italy2015-10-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,23-10-2015,United Kingdom2015-10-23
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,23-10-2015,Mali2015-10-23
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,23-10-2015,Nigeria2015-10-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,23-10-2015,Senegal2015-10-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,23-10-2015,Spain2015-10-23
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,23-10-2015,United States of America2015-10-23
0,0,0,0,0,158,0,0,0,0,0,8704,0,5061,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,14052,0,0,0,Sierra Leone,26-10-2015,Sierra Leone2015-10-26
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,26-10-2015,Liberia2015-10-26
0,0,0,0,0,0,0,0,0,0,0,3350,0,1,0,0,2082,0,0,0,0,2535,0,0,0,453,0,0,0,453,0,0,3804,0,0,0,Guinea,26-10-2015,Guinea2015-10-26
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,26-10-2015,Liberia 22015-10-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,26-10-2015,Italy2015-10-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,26-10-2015,United Kingdom2015-10-26
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,26-10-2015,Mali2015-10-26
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,26-10-2015,Nigeria2015-10-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,26-10-2015,Senegal2015-10-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,26-10-2015,Spain2015-10-26
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,26-10-2015,United States of America2015-10-26
0,0,0,0,0,158,0,0,0,0,0,8704,0,5070,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,14061,0,0,0,Sierra Leone,27-10-2015,Sierra Leone2015-10-27
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,27-10-2015,Liberia2015-10-27
0,0,0,0,0,0,0,0,0,0,0,3350,0,3,0,0,2082,0,0,0,0,2535,0,0,0,453,0,0,0,453,0,0,3806,0,0,0,Guinea,27-10-2015,Guinea2015-10-27
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Liberia 2,27-10-2015,Liberia 22015-10-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Italy,27-10-2015,Italy2015-10-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,27-10-2015,United Kingdom2015-10-27
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,27-10-2015,Mali2015-10-27
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,27-10-2015,Nigeria2015-10-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,27-10-2015,Senegal2015-10-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,27-10-2015,Spain2015-10-27
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,27-10-2015,United States of America2015-10-27
0,0,0,0,0,0,0,0,0,0,0,3151,0,5636,0,0,0,0,0,0,0,4806,0,0,0,1879,0,0,0,0,0,0,10666,0,0,0,Liberia,29-10-2015,Liberia2015-10-29
0,0,0,0,0,158,0,0,0,0,0,8704,0,5075,0,0,3589,0,0,0,0,3955,0,0,0,287,0,0,0,208,0,0,14066,0,0,0,Sierra Leone,29-10-2015,Sierra Leone2015-10-29
