"Number of confirmed, probable and suspected Ebola cases in the last 21 days","Proportion of confirmed, probable and suspected Ebola cases that are from the last 7 days",Proportion of suspected Ebola deaths that are from the last 21 days,Number of confirmed Ebola cases in the last 7 days,Number of probable Ebola deaths in the last 21 days,Cumulative number of suspected Ebola deaths,"Number of confirmed, probable and suspected Ebola deaths in the last 21 days",Proportion of probable Ebola cases that are from the last 7 days,Number of suspected Ebola cases in the last 21 days,Proportion of probable Ebola deaths that are from the last 21 days,"Case fatality rate (CFR) of confirmed, probable and suspected Ebola cases",Cumulative number of confirmed Ebola cases,Proportion of suspected Ebola cases that are from the last 21 days,Cumulative number of suspected Ebola cases,Number of confirmed Ebola cases in the last 21 days,Case fatality rate (CFR) of suspected Ebola cases,Cumulative number of confirmed Ebola deaths,Proportion of probable Ebola cases that are from the last 21 days,Number of confirmed Ebola deaths in the last 21 days,Proportion of confirmed Ebola cases that are from the last 7 days,"Proportion of confirmed, probable and suspected Ebola cases that are from the last 21 days","Cumulative number of confirmed, probable and suspected Ebola deaths","Proportion of confirmed, probable and suspected Ebola deaths that are from the last 21 days",Proportion of suspected Ebola cases that are from the last 7 days,"Number of confirmed, probable and suspected Ebola cases in the last 7 days",Cumulative number of probable Ebola cases,Number of probable Ebola cases in the last 21 days,Number of suspected Ebola cases in the last 7 days,Proportion of confirmed Ebola deaths that are from the last 21 days,Cumulative number of probable Ebola deaths,Case fatality rate (CFR) of confirmed Ebola cases,Proportion of confirmed Ebola cases that are from the last 21 days,"Cumulative number of confirmed, probable and suspected Ebola cases",Case fatality rate (CFR) of probable Ebola cases,Number of probable Ebola cases in the last 7 days,Number of suspected Ebola deaths in the last 21 days,Country,Date,UID
0,0,0,0,0,0,0,0,0,0,0,2871,0,22,0,0,1778,0,0,0,0,2170,0,0,0,392,0,0,0,392,0,0,3285,0,0,0,Guinea,10-03-2015,Guinea2015-03-10
0,0,0,0,0,0,0,0,0,0,0,3150,0,4314,0,0,0,0,0,0,0,4162,0,0,0,1879,0,0,0,0,0,0,9343,0,0,0,Liberia,10-03-2015,Liberia2015-03-10
0,0,0,0,0,158,0,0,0,0,0,8428,0,2904,0,0,3263,0,0,0,0,3629,0,0,0,287,0,0,0,208,0,0,11619,0,0,0,Sierra Leone,10-03-2015,Sierra Leone2015-03-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,10-03-2015,United Kingdom2015-03-10
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,10-03-2015,Mali2015-03-10
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,10-03-2015,Nigeria2015-03-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,10-03-2015,Senegal2015-03-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,10-03-2015,Spain2015-03-10
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,10-03-2015,United States of America2015-03-10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,06-03-2015,United Kingdom2015-03-06
0,0,0,0,0,0,0,0,0,0,0,2840,0,16,0,0,1755,0,0,0,0,2147,0,0,0,392,0,0,0,392,0,0,3248,0,0,0,Guinea,06-03-2015,Guinea2015-03-06
0,0,0,0,0,0,0,0,0,0,0,3150,0,4222,0,0,0,0,0,0,0,4117,0,0,0,1877,0,0,0,0,0,0,9249,0,0,0,Liberia,06-03-2015,Liberia2015-03-06
0,0,0,0,0,158,0,0,0,0,0,8389,0,2841,0,0,3210,0,0,0,0,3576,0,0,0,287,0,0,0,208,0,0,11517,0,0,0,Sierra Leone,06-03-2015,Sierra Leone2015-03-06
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,06-03-2015,Mali2015-03-06
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,06-03-2015,Nigeria2015-03-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,06-03-2015,Senegal2015-03-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,06-03-2015,Spain2015-03-06
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,06-03-2015,United States of America2015-03-06
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,05-03-2015,United Kingdom2015-03-05
0,0,0,0,0,0,0,0,0,0,0,2833,0,12,0,0,1749,0,0,0,0,2141,0,0,0,392,0,0,0,392,0,0,3237,0,0,0,Guinea,05-03-2015,Guinea2015-03-05
0,0,0,0,0,0,0,0,0,0,0,3150,0,4222,0,0,0,0,0,0,0,4117,0,0,0,1877,0,0,0,0,0,0,9249,0,0,0,Liberia,05-03-2015,Liberia2015-03-05
0,0,0,0,0,158,0,0,0,0,0,8383,0,2827,0,0,3199,0,0,0,0,3565,0,0,0,287,0,0,0,208,0,0,11497,0,0,0,Sierra Leone,05-03-2015,Sierra Leone2015-03-05
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,05-03-2015,Mali2015-03-05
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,05-03-2015,Nigeria2015-03-05
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,05-03-2015,Senegal2015-03-05
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,05-03-2015,Spain2015-03-05
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,05-03-2015,United States of America2015-03-05
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,04-03-2015,United Kingdom2015-03-04
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,04-03-2015,Mali2015-03-04
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,04-03-2015,Nigeria2015-03-04
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,04-03-2015,Senegal2015-03-04
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,04-03-2015,Spain2015-03-04
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,04-03-2015,United States of America2015-03-04
0,0,0,0,0,0,0,0,0,0,0,2808,0,5,0,0,1735,0,0,0,0,2127,0,0,0,392,0,0,0,392,0,0,3205,0,0,0,Guinea,04-03-2015,Guinea2015-03-04
0,0,0,0,0,0,0,0,0,0,0,3153,0,4224,0,0,0,0,0,0,0,4057,0,0,0,1888,0,0,0,0,0,0,9265,0,0,0,Liberia,04-03-2015,Liberia2015-03-04
0,0,0,0,0,158,0,0,0,0,0,8353,0,2803,0,0,3164,0,0,0,0,3530,0,0,0,287,0,0,0,208,0,0,11443,0,0,0,Sierra Leone,04-03-2015,Sierra Leone2015-03-04
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,02-03-2015,United Kingdom2015-03-02
0,0,0,0,0,0,0,0,0,0,0,2808,0,5,0,0,1735,0,0,0,0,2127,0,0,0,392,0,0,0,392,0,0,3205,0,0,0,Guinea,02-03-2015,Guinea2015-03-02
0,0,0,0,0,0,0,0,0,0,0,3153,0,4224,0,0,0,0,0,0,0,4057,0,0,0,1888,0,0,0,0,0,0,9265,0,0,0,Liberia,02-03-2015,Liberia2015-03-02
0,0,0,0,0,158,0,0,0,0,0,8353,0,2803,0,0,3164,0,0,0,0,3530,0,0,0,287,0,0,0,208,0,0,11443,0,0,0,Sierra Leone,02-03-2015,Sierra Leone2015-03-02
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,02-03-2015,Mali2015-03-02
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,02-03-2015,Nigeria2015-03-02
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,02-03-2015,Senegal2015-03-02
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,02-03-2015,Spain2015-03-02
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,02-03-2015,United States of America2015-03-02
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,27-02-2015,United Kingdom2015-02-27
0,0,0,0,0,0,0,0,0,0,0,2790,0,8,0,0,1721,0,0,0,0,2113,0,0,0,392,0,0,0,392,0,0,3190,0,0,0,Guinea,27-02-2015,Guinea2015-02-27
0,0,0,0,0,0,0,0,0,0,0,3153,0,4224,0,0,0,0,0,0,0,4057,0,0,0,1888,0,0,0,0,0,0,9265,0,0,0,Liberia,27-02-2015,Liberia2015-02-27
0,0,0,0,0,158,0,0,0,0,0,8320,0,2763,0,0,3124,0,0,0,0,3490,0,0,0,287,0,0,0,208,0,0,11370,0,0,0,Sierra Leone,27-02-2015,Sierra Leone2015-02-27
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,27-02-2015,Mali2015-02-27
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,27-02-2015,Nigeria2015-02-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,27-02-2015,Senegal2015-02-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,27-02-2015,Spain2015-02-27
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,27-02-2015,United States of America2015-02-27
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,26-02-2015,United Kingdom2015-02-26
0,0,0,0,0,0,0,0,0,0,0,2781,0,7,0,0,1714,0,0,0,0,2101,0,0,0,387,0,0,0,387,0,0,3175,0,0,0,Guinea,26-02-2015,Guinea2015-02-26
0,0,0,0,0,0,0,0,0,0,0,3153,0,4224,0,0,0,0,0,0,0,4057,0,0,0,1888,0,0,0,0,0,0,9265,0,0,0,Liberia,26-02-2015,Liberia2015-02-26
0,0,0,0,0,158,0,0,0,0,0,8308,0,2746,0,0,3113,0,0,0,0,3479,0,0,0,287,0,0,0,208,0,0,11341,0,0,0,Sierra Leone,26-02-2015,Sierra Leone2015-02-26
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,26-02-2015,Mali2015-02-26
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,26-02-2015,Nigeria2015-02-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,26-02-2015,Senegal2015-02-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,26-02-2015,Spain2015-02-26
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,26-02-2015,United States of America2015-02-26
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,25-02-2015,United Kingdom2015-02-25
152,0,0,0,0,0,0,0,0,0,0,2762,0,6,152,0,1704,0,0,0,0,2091,0,0,0,387,0,0,0,387,0,0,3155,0,0,0,Guinea,25-02-2015,Guinea2015-02-25
10,0,0,0,0,0,0,0,0,0,0,3153,0,4197,10,0,0,0,0,0,0,4037,0,0,0,1888,0,0,0,0,0,0,9238,0,0,0,Liberia,25-02-2015,Liberia2015-02-25
235,0,0,0,0,158,0,0,0,0,0,8289,0,2725,235,0,3095,0,0,0,0,3461,0,0,0,287,0,0,0,208,0,0,11301,0,0,0,Sierra Leone,25-02-2015,Sierra Leone2015-02-25
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,25-02-2015,Mali2015-02-25
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,25-02-2015,Nigeria2015-02-25
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,25-02-2015,Senegal2015-02-25
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,25-02-2015,Spain2015-02-25
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,25-02-2015,United States of America2015-02-25
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,23-02-2015,United Kingdom2015-02-23
0,0,0,0,0,0,0,0,0,0,0,2758,0,10,0,0,1699,0,0,0,0,2086,0,0,0,387,0,0,0,387,0,0,3155,0,0,0,Guinea,23-02-2015,Guinea2015-02-23
0,0,0,0,0,0,0,0,0,0,0,3153,0,4188,0,0,0,0,0,0,0,4032,0,0,0,1888,0,0,0,0,0,0,9229,0,0,0,Liberia,23-02-2015,Liberia2015-02-23
0,0,0,0,0,158,0,0,0,0,0,8223,0,2645,0,0,3057,0,0,0,0,3423,0,0,0,287,0,0,0,208,0,0,11155,0,0,0,Sierra Leone,23-02-2015,Sierra Leone2015-02-23
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,23-02-2015,Mali2015-02-23
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,23-02-2015,Nigeria2015-02-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,23-02-2015,Senegal2015-02-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,23-02-2015,Spain2015-02-23
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,23-02-2015,United States of America2015-02-23
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,20-02-2015,United Kingdom2015-02-20
0,0,0,0,0,0,0,0,0,0,0,2734,0,2,0,0,1688,0,0,0,0,2072,0,0,0,384,0,0,0,384,0,0,3120,0,0,0,Guinea,20-02-2015,Guinea2015-02-20
0,0,0,0,0,0,0,0,0,0,0,3152,0,4062,0,0,0,0,0,0,0,3947,0,0,0,1882,0,0,0,0,0,0,9096,0,0,0,Liberia,20-02-2015,Liberia2015-02-20
0,0,0,0,0,158,0,0,0,0,0,8223,0,2645,0,0,3057,0,0,0,0,3423,0,0,0,287,0,0,0,208,0,0,11155,0,0,0,Sierra Leone,20-02-2015,Sierra Leone2015-02-20
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,20-02-2015,Mali2015-02-20
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,20-02-2015,Nigeria2015-02-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,20-02-2015,Senegal2015-02-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,20-02-2015,Spain2015-02-20
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,20-02-2015,United States of America2015-02-20
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,19-02-2015,United Kingdom2015-02-19
0,0,0,0,0,0,0,0,0,0,0,2732,0,2,0,0,1686,0,0,0,0,2067,0,0,0,381,0,0,0,381,0,0,3115,0,0,0,Guinea,19-02-2015,Guinea2015-02-19
0,0,0,0,0,0,0,0,0,0,0,3152,0,4062,0,0,0,0,0,0,0,3947,0,0,0,1882,0,0,0,0,0,0,9096,0,0,0,Liberia,19-02-2015,Liberia2015-02-19
0,0,0,0,0,158,0,0,0,0,0,8223,0,2645,0,0,3057,0,0,0,0,3423,0,0,0,287,0,0,0,208,0,0,11155,0,0,0,Sierra Leone,19-02-2015,Sierra Leone2015-02-19
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,19-02-2015,Mali2015-02-19
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,19-02-2015,Nigeria2015-02-19
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,19-02-2015,Senegal2015-02-19
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,19-02-2015,Spain2015-02-19
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,19-02-2015,United States of America2015-02-19
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,18-02-2015,United Kingdom2015-02-18
156,0,0,0,0,0,0,0,0,0,0,2727,0,7,156,0,1683,0,0,0,0,2057,0,0,0,374,0,0,0,374,0,0,3108,0,0,0,Guinea,18-02-2015,Guinea2015-02-18
230,0,0,0,0,158,0,0,0,0,0,8212,0,2604,230,0,3042,0,0,0,0,3408,0,0,0,287,0,0,0,208,0,0,11103,0,0,0,Sierra Leone,18-02-2015,Sierra Leone2015-02-18
11,0,0,0,0,0,0,0,0,0,0,3149,0,3982,11,0,0,0,0,0,0,3900,0,0,0,1876,0,0,0,0,0,0,9007,0,0,0,Liberia,18-02-2015,Liberia2015-02-18
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,18-02-2015,Mali2015-02-18
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,18-02-2015,Nigeria2015-02-18
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,18-02-2015,Senegal2015-02-18
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,18-02-2015,Spain2015-02-18
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,18-02-2015,United States of America2015-02-18
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,17-02-2015,United Kingdom2015-02-17
0,0,0,0,0,0,0,0,0,0,0,2727,0,7,0,0,1683,0,0,0,0,2057,0,0,0,374,0,0,0,374,0,0,3108,0,0,0,Guinea,17-02-2015,Guinea2015-02-17
0,0,0,0,0,0,0,0,0,0,0,3149,0,3982,0,0,0,0,0,0,0,3900,0,0,0,1876,0,0,0,0,0,0,9007,0,0,0,Liberia,17-02-2015,Liberia2015-02-17
0,0,0,0,0,158,0,0,0,0,0,8212,0,2604,0,0,3042,0,0,0,0,3408,0,0,0,287,0,0,0,208,0,0,11103,0,0,0,Sierra Leone,17-02-2015,Sierra Leone2015-02-17
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,17-02-2015,Mali2015-02-17
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,17-02-2015,Nigeria2015-02-17
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,17-02-2015,Senegal2015-02-17
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,17-02-2015,Spain2015-02-17
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,17-02-2015,United States of America2015-02-17
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,16-02-2015,United Kingdom2015-02-16
0,0,0,0,0,0,0,0,0,0,0,2720,0,7,0,0,1678,0,0,0,0,2052,0,0,0,374,0,0,0,374,0,0,3101,0,0,0,Guinea,16-02-2015,Guinea2015-02-16
0,0,0,0,0,0,0,0,0,0,0,3149,0,3982,0,0,0,0,0,0,0,3900,0,0,0,1876,0,0,0,0,0,0,9007,0,0,0,Liberia,16-02-2015,Liberia2015-02-16
0,0,0,0,0,158,0,0,0,0,0,8199,0,2588,0,0,3035,0,0,0,0,3401,0,0,0,287,0,0,0,208,0,0,11074,0,0,0,Sierra Leone,16-02-2015,Sierra Leone2015-02-16
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,16-02-2015,Mali2015-02-16
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,16-02-2015,Nigeria2015-02-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,16-02-2015,Senegal2015-02-16
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,16-02-2015,Spain2015-02-16
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,United States of America,16-02-2015,United States of America2015-02-16
0,0,0,0,0,0,0,0,0,0,0,2693,0,15,0,0,1659,0,0,0,0,2032,0,0,0,373,0,0,0,373,0,0,3081,0,0,0,Guinea,13-02-2015,Guinea2015-02-13
0,0,0,0,0,0,0,0,0,0,0,3147,0,3908,0,0,3858,0,0,0,0,3858,0,0,0,1876,0,0,0,0,0,0,8931,0,0,0,Liberia,13-02-2015,Liberia2015-02-13
0,0,0,0,0,158,0,0,0,0,0,8155,0,2545,0,0,2997,0,0,0,0,3363,0,0,0,287,0,0,0,208,0,0,10987,0,0,0,Sierra Leone,13-02-2015,Sierra Leone2015-02-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,United Kingdom,13-02-2015,United Kingdom2015-02-13
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,Mali,13-02-2015,Mali2015-02-13
0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,20,0,0,0,Nigeria,13-02-2015,Nigeria2015-02-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Senegal,13-02-2015,Senegal2015-02-13
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Spain,13-02-2015,Spain2015-02-13
